PDB Code,Max Similarity
3fvn,0.28125
3n9s,0.16417910447761194
4wk1,0.16304347826086957
5cs3,0.1935483870967742
3rm4,0.15384615384615385
5ucj,0.1891891891891892
5tbe,0.20481927710843373
2rka,0.1527777777777778
6cdo,0.3022222222222222
1vzq,0.9963898916967509
4des,1.0
1qan,0.16216216216216217
3gcp,0.516320474777448
1lpg,1.0
6cdp,0.3129251700680272
6gjl,0.20606060606060606
1nhz,0.4602510460251046
5tkk,0.14657210401891252
1lpk,1.0
6gon,0.44685466377440347
1c5c,0.44651162790697674
4gii,0.1694915254237288
6fng,0.15789473684210525
6i61,1.0
1om1,0.14838709677419354
3pd9,1.0
2uy5,0.14814814814814814
5nkh,0.14754098360655737
4uof,0.14
3neo,0.5550755939524838
6gjm,0.20606060606060606
5t9u,0.9877300613496932
3tza,0.14285714285714285
3fvk,0.28125
4det,0.5055187637969095
4mgd,0.5042016806722689
5am6,0.17391304347826086
1gaf,0.4351851851851852
6hk3,0.14814814814814814
5mg2,0.24770642201834864
5ia2,0.17625899280575538
5l4j,1.0
6q60,0.16216216216216217
3g0w,1.0
4xy8,1.0
4dew,0.5488069414316703
2iuz,0.1935483870967742
1tpw,0.18
5nkd,0.21033210332103322
3gkz,0.21888412017167383
3n3g,0.23963133640552994
5cj6,0.7355371900826446
2oxy,0.14838709677419354
4jal,0.1592920353982301
6bbx,0.14285714285714285
1dl7,0.5963302752293578
1a28,0.9128630705394191
2pbw,0.5258964143426295
5orh,0.1935483870967742
2cn0,1.0
1oau,0.5584415584415584
2weq,0.5789473684210527
5ivc,0.15217391304347827
2r0z,0.5287356321839081
2nmx,0.3178294573643411
5nkc,0.1888111888111888
4pmm,0.27208480565371024
3isj,0.16417910447761194
1zoh,0.1896551724137931
4fys,0.15151515151515152
4qnb,0.13432835820895522
3nee,1.0
1efy,0.16981132075471697
5nkg,0.16
4i3z,0.9133574007220217
2rk8,0.16216216216216217
3be9,0.1896551724137931
6jof,0.16129032258064516
4hzm,0.1744186046511628
3fv1,0.28125
2p7a,1.0
5ihh,1.0
5nk2,0.171875
6c9s,0.13580246913580246
4gg7,0.1685823754789272
1yei,0.5882352941176471
4x48,1.0
6qav,0.21153846153846154
2fxs,0.5885167464114832
4wt2,0.1935483870967742
5i9x,0.19230769230769232
5nk8,0.19591836734693877
6nwk,0.5502008032128514
4ivd,0.25
2pvk,0.1896551724137931
3zcl,0.44673539518900346
2wer,0.5714285714285714
3qqs,0.16129032258064516
3ml5,0.15555555555555556
4bcm,0.9963898916967509
3hvi,0.16279069767441862
4lj5,0.15555555555555556
1azm,0.3178294573643411
3qxt,0.5241935483870968
1mfd,0.6055045871559633
5nk9,0.1971326164874552
4bco,0.5663082437275986
5umx,0.14285714285714285
3sr4,0.15151515151515152
1kel,0.5802752293577982
5tp0,0.726457399103139
2hhn,0.23963133640552994
5otz,0.9908256880733946
3arx,0.1388888888888889
3bqc,0.9969418960244648
4i5c,0.22661870503597123
5otr,0.9908256880733946
5ia5,0.20353982300884957
1e3g,0.512
5dyo,0.1773049645390071
5mo8,0.1935483870967742
3ubd,0.1774193548387097
3kdm,0.41284403669724773
3fv2,0.28125
4gqp,0.22270742358078602
4j7d,0.5348837209302325
2nn7,0.3178294573643411
5uc4,0.19607843137254902
3s2v,0.515748031496063
3qlm,0.1774193548387097
5umy,0.14285714285714285
2xn5,0.17857142857142858
6qe0,0.1875
5fhm,1.0
5ouh,0.9658536585365853
6h37,0.3176470588235294
5fto,0.16216216216216217
5wp5,0.1694915254237288
3r7o,0.16216216216216217
1utl,0.40540540540540543
4rww,0.1935483870967742
2vw5,0.580952380952381
4gfo,0.21804511278195488
1i37,0.7605042016806722
3twp,0.16129032258064516
5f1h,1.0
1mrs,0.14864864864864866
2isw,0.14285714285714285
6hk4,0.14814814814814814
1yej,0.5882352941176471
6gl9,0.1864406779661017
3ozt,0.16279069767441862
1egh,0.16216216216216217
6mqc,0.24541284403669725
3hek,0.12962962962962962
3lpi,0.4332493702770781
1s89,0.16216216216216217
2oxx,0.14838709677419354
6pid,0.16071428571428573
3ldp,0.21428571428571427
2w4x,0.17647058823529413
4o2p,0.20155038759689922
4del,0.16666666666666666
4bck,0.5629496402877698
6ex1,0.35019455252918286
4qdk,0.16071428571428573
2wq5,0.2857142857142857
6bdy,0.136986301369863
1f4x,0.5871559633027523
5h8g,0.25617283950617287
3qox,0.15714285714285714
5vja,0.20676691729323307
6cjr,0.18660287081339713
3fl5,0.14838709677419354
4ase,0.16129032258064516
1utm,0.40540540540540543
5hcv,0.14925373134328357
3hzm,0.39864864864864863
3o8p,0.22916666666666666
4isu,1.0
5zhl,0.16129032258064516
6g3v,0.3515625
6bhv,0.17307692307692307
4bcp,0.9964093357271095
4yb5,0.16666666666666666
6glb,0.17328519855595667
5ivv,0.15217391304347827
4gj2,0.1694915254237288
4pfu,0.14130434782608695
6bm6,0.136986301369863
4unp,0.14864864864864866
5aqz,0.15384615384615385
3c52,0.16417910447761194
4k3n,0.1774193548387097
2cf9,1.0
4qjx,0.3333333333333333
5ia0,0.19011406844106463
4eor,0.17857142857142858
5ivy,0.15217391304347827
4j7e,0.5348837209302325
1mfa,0.5963302752293578
2f1g,0.18181818181818182
5ia3,0.29844961240310075
3nyx,0.15891472868217055
4e4l,0.7075812274368231
4yhm,0.29330254041570436
5nk3,0.15384615384615385
5nki,0.19230769230769232
2pvl,0.1896551724137931
3ujc,0.15517241379310345
4gkm,0.16129032258064516
6nfh,1.0
3d2e,0.16129032258064516
4ei4,0.24742268041237114
1m7i,0.4009433962264151
2r1y,0.2764976958525346
5i8g,0.1527777777777778
5nk4,0.23333333333333334
5ive,0.2
6g5u,0.3333333333333333
1aj7,0.4351851851851852
3n9r,0.16417910447761194
6orr,0.20512820512820512
3hub,0.5104477611940299
4yho,0.29330254041570436
2f34,0.9960159362549801
3rm9,0.15384615384615385
3gcu,0.5085227272727273
5cbs,1.0
5exw,0.17647058823529413
6dq4,0.2
4ivb,0.2354948805460751
2bmk,0.23972602739726026
4fs4,0.4332493702770781
3ai8,0.14035087719298245
4p5z,0.19157088122605365
4gu9,0.6190476190476191
1m2p,0.14838709677419354
4a7i,0.14
2f35,0.9960159362549801
5ork,0.1935483870967742
2qu6,0.16666666666666666
2c1p,0.47706422018348627
3ozr,0.16279069767441862
2a14,0.27626459143968873
3d0e,0.23461538461538461
1mmr,0.48484848484848486
4kao,0.18253968253968253
1j17,0.7174887892376681
6f3b,0.35019455252918286
1ogg,0.9979879275653923
1bm7,1.0
4asd,0.16129032258064516
6fnj,0.19767441860465115
2p15,0.5877192982456141
1m2q,0.14838709677419354
6nwl,0.5502008032128514
3mdz,0.13934426229508196
3bbb,0.14814814814814814
5x62,0.15
5oqu,0.1935483870967742
4p6x,0.7049180327868853
4uyf,0.3157894736842105
1nw5,0.171875
4v01,0.3985239852398524
3oe4,0.16279069767441862
2wlz,0.14912280701754385
3a9i,0.15267175572519084
4mr6,0.981651376146789
2pog,0.5146067415730337
4k9y,0.4418604651162791
4bup,0.1566265060240964
5l4m,1.0
3iw5,0.18452380952380953
5mkr,0.15584415584415584
3str,0.16666666666666666
5l7g,0.7231404958677686
3arq,0.1388888888888889
4m0r,0.16129032258064516
6fyz,0.14736842105263157
3p2e,0.14814814814814814
2xb7,0.20689655172413793
1zea,0.5
2bvs,0.5487364620938628
6i8t,0.16981132075471697
4g8n,0.27058823529411763
1w9v,0.1935483870967742
1zog,0.14838709677419354
5aa9,0.18243243243243243
1jgl,0.41904761904761906
2p2a,0.9769230769230769
3gba,0.16129032258064516
5cqu,0.1891891891891892
5mlj,1.0
3bbf,0.14814814814814814
1w9u,0.1935483870967742
1mmq,0.48484848484848486
3pwd,0.14838709677419354
4p58,0.16666666666666666
5u4d,1.0
1pz5,0.4009433962264151
3u6h,0.17647058823529413
4cd0,0.18243243243243243
4lj8,0.1509433962264151
3ipq,0.14883720930232558
5l7h,0.728744939271255
5orj,0.1935483870967742
4azc,0.19047619047619047
5nkb,0.1971326164874552
3h78,0.23659305993690852
5tkj,0.22790697674418606
2pvm,0.1896551724137931
2oxd,0.14838709677419354
1n0s,0.16184971098265896
4tmk,0.15517241379310345
3kmx,0.18181818181818182
4ymg,0.14492753623188406
6hoq,0.9969418960244648
4bcn,0.5634057971014492
1r0p,0.19047619047619047
6bm5,0.136986301369863
3v5p,0.16666666666666666
5twj,0.14035087719298245
4rwj,0.22807017543859648
3h89,0.8093023255813954
6gjj,0.20606060606060606
1w7g,0.5523465703971119
5cs6,0.1891891891891892
2ihq,1.0
6qe5,0.17857142857142858
5nk6,0.17407407407407408
5mks,0.17647058823529413
4owv,0.14864864864864866
6h36,0.31640625
5nka,0.20155038759689922
4jne,0.18404907975460122
6gla,0.17328519855595667
4hbm,0.1935483870967742
5lwm,0.2581818181818182
3e5a,0.16312056737588654
5mwp,0.7407407407407407
6fs0,0.19444444444444445
6idb,0.18
2e27,0.16964285714285715
6q54,0.16216216216216217
4flp,1.0
6faf,0.35019455252918286
4d3h,0.20212765957446807
1mh5,0.2891891891891892
1utj,0.40540540540540543
1oar,0.5584415584415584
5h8e,0.1891891891891892
6gji,0.20606060606060606
4deu,0.16666666666666666
3q6w,0.20068027210884354
6ftw,0.14754098360655737
3ifl,0.5150115473441108
2o0u,0.5045317220543807
2uy4,0.16129032258064516
2ccb,0.1875
5t9w,0.9877300613496932
4ehz,0.1568627450980392
5csp,0.9908256880733946
6pve,0.1794871794871795
2xj7,0.7832764505119454
6sbt,1.0
5j8u,0.16666666666666666
3uyr,0.21957040572792363
1mjj,0.5837209302325581
6d3q,1.0
3uj9,0.15517241379310345
1pme,0.14285714285714285
3iw6,0.18991097922848665
6gjn,0.20606060606060606
4jn2,0.5069124423963134
1amw,0.5885167464114832
5t9z,0.9877300613496932
3gm0,0.22362869198312235
4qew,0.32142857142857145
5ct2,0.1935483870967742
1lpz,1.0
3udd,0.7107843137254902
5ufs,0.5524193548387096
3ijh,0.37264150943396224
5os8,0.9908256880733946
3hvj,0.16279069767441862
4nja,0.6485849056603774
2nn1,0.3178294573643411
3g0e,0.1896551724137931
3hzv,0.49658314350797267
6b7b,0.9936305732484076
2oiq,0.2131782945736434
3vhk,0.2053872053872054
4ag8,0.1746031746031746
2rkd,0.14583333333333334
5i9z,0.20930232558139536
2p7g,1.0
6gzd,0.171875
3v5t,0.16666666666666666
2pcp,0.5162037037037037
6cjs,0.1792452830188679
3kku,0.25116279069767444
4gj3,0.1694915254237288
3fuz,0.28125
4ybk,0.2248062015503876
4c2v,0.49230769230769234
1ql9,0.7354260089686099
4loy,1.0
3arp,0.1388888888888889
3nes,0.9913978494623656
2ccc,0.1875
3oe5,0.16279069767441862
2ewa,0.22727272727272727
4fk6,0.23636363636363636
3gbb,0.29411764705882354
3arw,0.1388888888888889
1y0l,0.5321100917431193
3lxe,0.3515625
2zjw,0.15789473684210525
4uin,0.23853211009174313
5f2p,1.0
1ciz,1.0
2r23,0.28863636363636364
6i65,1.0
1mrn,0.14864864864864866
3bpc,0.2691415313225058
3t3u,0.20384615384615384
3zc5,0.1402439024390244
5tmp,0.15517241379310345
5ey4,0.35714285714285715
5nk7,0.19230769230769232
5wal,0.1694915254237288
2pvh,0.1896551724137931
5ta2,0.9877300613496932
3kmy,0.18181818181818182
5ia4,0.1821561338289963
3mof,0.16091954022988506
3q2j,0.15492957746478872
1nw7,0.171875
6i8m,0.16981132075471697
2wgj,0.1402439024390244
2pu1,0.15384615384615385
6eir,0.15
2cf8,1.0
3zze,0.4697508896797153
4owm,0.16129032258064516
5bw4,0.15217391304347827
2wky,0.5196850393700787
1h1s,1.0
3p3s,1.0
6c9v,0.13580246913580246
1b57,0.17857142857142858
2bvr,0.9061371841155235
6evr,0.35019455252918286
5os7,1.0
3owj,0.9969418960244648
4qev,0.9724770642201835
4clj,0.18243243243243243
5lud,0.20606060606060606
2jiw,1.0
6fz4,1.0
5kva,0.16470588235294117
3h30,0.1891891891891892
6fni,0.17624521072796934
5mwy,0.7172131147540983
3hzk,0.3945578231292517
4m7j,0.2072892938496583
5njz,0.27906976744186046
3zbx,0.2
4hy1,0.16
1pdz,0.1875
5am7,0.18181818181818182
4der,1.0
1s5z,0.14705882352941177
4knm,0.31007751937984496
1bgq,0.580952380952381
3zxz,0.1402439024390244
3fas,0.9
4n8q,0.15384615384615385
4hu1,0.14516129032258066
2wm0,0.14912280701754385
1m7d,0.4009433962264151
5h5f,0.14754098360655737
6i66,1.0
1m2r,0.14838709677419354
3u92,0.33858267716535434
3lxk,0.21804511278195488
3czv,0.3333333333333333
4zzz,0.16666666666666666
